,Reward,Error,Time,Max V,Mean V,Alpha,Epsilon
68,-0.1,0.10297010000000001,0.38678407669067383,0.989901,0.021418166662745843,0.01,0.9342286880693633
69,0.0,0.0,0.3868379592895508,0.989901,0.021418166662745843,0.01,0.933294459381294
70,-0.1,0.1,0.3869020938873291,0.989901,0.021418166662745843,0.01,0.9323611649219127
71,0.0,0.0,0.3945600986480713,0.989901,0.021418166662745843,0.01,0.9314288037569908
72,0.0,0.0,0.39459991455078125,0.989901,0.021418166662745843,0.01,0.9304973749532338
73,0.0,0.0,0.40331292152404785,0.989901,0.021418166662745843,0.01,0.9295668775782806
74,0.0,0.0,0.4236729145050049,0.989901,0.021418166662745843,0.01,0.9286373107007023
75,0.0,0.0,0.43457484245300293,0.989901,0.021418166662745843,0.01,0.9277086733900016
76,0.0,0.0,0.44336485862731934,0.989901,0.021418166662745843,0.01,0.9267809647166116
77,0.0,0.0,0.45856595039367676,0.989901,0.021418166662745843,0.01,0.925854183751895
78,-0.1,0.009701019900000002,0.45869898796081543,0.989901,0.021418166662745843,0.01,0.9249283295681431
79,0.0,0.0,0.46535682678222656,0.989901,0.021418166662745843,0.01,0.9240034012385749
80,0.0,0.0,0.47968006134033203,0.989901,0.021418166662745843,0.01,0.9230793978373364
81,0.0,0.0,0.47972798347473145,0.989901,0.021418166662745843,0.01,0.9221563184394991
82,-0.1,0.0010000000000000009,0.47978973388671875,0.989901,0.021418166662745843,0.01,0.9212341621210596
83,0.0,0.0,0.4798259735107422,0.989901,0.021418166662745843,0.01,0.9203129279589385
84,0.0,0.0,0.4798758029937744,0.989901,0.021418166662745843,0.01,0.9193926150309796
85,-0.1,0.0,0.47991490364074707,0.989901,0.021418166662745843,0.01,0.9184732224159486
86,0.0,0.0,0.48864293098449707,0.989901,0.021418166662745843,0.01,0.9175547491935327
87,0.0,0.0,0.496959924697876,0.989901,0.021418166662745843,0.01,0.9166371944443392
88,0.0,0.0,0.4970118999481201,0.989901,0.021418166662745843,0.01,0.9157205572498949
89,0.0,0.0,0.49706387519836426,0.989901,0.021418166662745843,0.01,0.914804836692645
90,0.0,0.0,0.505828857421875,0.989901,0.021418166662745843,0.01,0.9138900318559524
91,-0.1,0.0029900000000000065,0.5059001445770264,0.989901,0.021418166662745843,0.01,0.9129761418240965
92,0.0,0.0,0.5059499740600586,0.989901,0.021418166662745843,0.01,0.9120631656822724
93,-0.1,0.0,0.5060479640960693,0.989901,0.021418166662745843,0.01,0.9111511025165902
94,-0.1,0.1,0.5062379837036133,0.989901,0.021418166662745843,0.01,0.9102399514140735
95,-0.1,0.10010906088839626,0.5064818859100342,0.989901,0.021419293202800335,0.01,0.9093297114626595
96,-0.1,0.1,0.5065207481384277,0.989901,0.021419293202800335,0.01,0.9084203817511969
97,-0.1,0.101,0.5066690444946289,0.989901,0.021419293202800335,0.01,0.9075119613694457
98,0.0,0.0,0.5207319259643555,0.989901,0.021419293202800335,0.01,0.9066044494080763
99,0.0,0.0,0.530142068862915,0.989901,0.021419293202800335,0.01,0.9056978449586682
100,0.0,0.0,0.5373420715332031,0.989901,0.021419293202800335,0.01,0.9047921471137096
